Series ID,Year,Period,Label,Value,3-Month % Change
APU0000708111,2009,M10,2009 Oct,1.595,6.7
APU0000708111,2009,M11,2009 Nov,1.705,4.5
APU0000708111,2009,M12,2009 Dec,1.772,8.9
APU0000708111,2010,M01,2010 Jan,1.789,12.2
APU0000708111,2010,M02,2010 Feb,1.872,9.8
APU0000708111,2010,M03,2010 Mar,1.822,2.8
APU0000708111,2010,M04,2010 Apr,1.779,-0.6
APU0000708111,2010,M05,2010 May,1.523,-18.6
APU0000708111,2010,M06,2010 Jun,1.494,-18.0
APU0000708111,2010,M07,2010 Jul,1.441,-19.0
APU0000708111,2010,M08,2010 Aug,1.519,-0.3
APU0000708111,2010,M09,2010 Sep,1.753,17.3
APU0000708111,2010,M10,2010 Oct,1.456,1.0
APU0000708111,2010,M11,2010 Nov,1.675,10.3
APU0000708111,2010,M12,2010 Dec,1.793,2.3
APU0000708111,2011,M01,2011 Jan,1.806,24.0
APU0000708111,2011,M02,2011 Feb,1.708,2.0
APU0000708111,2011,M03,2011 Mar,1.732,-3.4
APU0000708111,2011,M04,2011 Apr,1.727,-4.4
APU0000708111,2011,M05,2011 May,1.692,-0.9
APU0000708111,2011,M06,2011 Jun,1.683,-2.8
APU0000708111,2011,M07,2011 Jul,1.647,-4.6
APU0000708111,2011,M08,2011 Aug,1.711,1.1
APU0000708111,2011,M09,2011 Sep,1.947,15.7
APU0000708111,2011,M10,2011 Oct,1.871,13.6
APU0000708111,2011,M11,2011 Nov,1.836,7.3
APU0000708111,2011,M12,2011 Dec,1.874,-3.7
APU0000708111,2012,M01,2012 Jan,1.939,3.6
APU0000708111,2012,M02,2012 Feb,1.798,-2.1
APU0000708111,2012,M03,2012 Mar,1.774,-5.3
APU0000708111,2012,M04,2012 Apr,1.829,-5.7
APU0000708111,2012,M05,2012 May,1.691,-6.0
APU0000708111,2012,M06,2012 Jun,1.670,-5.9
APU0000708111,2012,M07,2012 Jul,1.648,-9.9
APU0000708111,2012,M08,2012 Aug,1.884,11.4
APU0000708111,2012,M09,2012 Sep,1.889,13.1
APU0000708111,2012,M10,2012 Oct,1.960,18.9
APU0000708111,2012,M11,2012 Nov,1.963,4.2
APU0000708111,2012,M12,2012 Dec,2.007,6.2
APU0000708111,2013,M01,2013 Jan,1.933,-1.4
APU0000708111,2013,M02,2013 Feb,1.965,0.1
APU0000708111,2013,M03,2013 Mar,1.925,-4.1
APU0000708111,2013,M04,2013 Apr,1.918,-0.8
APU0000708111,2013,M05,2013 May,1.870,-4.8
APU0000708111,2013,M06,2013 Jun,1.859,-3.4
APU0000708111,2013,M07,2013 Jul,1.833,-4.4
APU0000708111,2013,M08,2013 Aug,1.838,-1.7
APU0000708111,2013,M09,2013 Sep,1.897,2.0
APU0000708111,2013,M10,2013 Oct,1.925,5.0
APU0000708111,2013,M11,2013 Nov,1.925,4.7
APU0000708111,2013,M12,2013 Dec,2.026,6.8
APU0000708111,2014,M01,2014 Jan,2.008,4.3
APU0000708111,2014,M02,2014 Feb,1.998,3.8
APU0000708111,2014,M03,2014 Mar,2.061,1.7
APU0000708111,2014,M04,2014 Apr,2.119,5.5
APU0000708111,2014,M05,2014 May,1.996,-0.1
APU0000708111,2014,M06,2014 Jun,1.948,-5.5
APU0000708111,2014,M07,2014 Jul,1.950,-8.0
APU0000708111,2014,M08,2014 Aug,1.979,-0.9
APU0000708111,2014,M09,2014 Sep,1.970,1.1
APU0000708111,2014,M10,2014 Oct,1.951,0.1
APU0000708111,2014,M11,2014 Nov,2.032,2.7
APU0000708111,2014,M12,2014 Dec,2.210,12.2
APU0000708111,2015,M01,2015 Jan,2.113,8.3
APU0000708111,2015,M02,2015 Feb,2.088,2.8
APU0000708111,2015,M03,2015 Mar,2.133,-3.5
APU0000708111,2015,M04,2015 Apr,2.065,-2.3
APU0000708111,2015,M05,2015 May,1.962,-6.0
APU0000708111,2015,M06,2015 Jun,2.570,20.5
APU0000708111,2015,M07,2015 Jul,2.570,24.5
APU0000708111,2015,M08,2015 Aug,2.943,50.0
APU0000708111,2015,M09,2015 Sep,2.966,15.4
APU0000708111,2015,M10,2015 Oct,2.808,9.3
APU0000708111,2015,M11,2015 Nov,2.664,-9.5
APU0000708111,2015,M12,2015 Dec,2.751,-7.2
APU0000708111,2016,M01,2016 Jan,2.328,-17.1
APU0000708111,2016,M02,2016 Feb,2.267,-14.9
APU0000708111,2016,M03,2016 Mar,2.081,-24.4
APU0000708111,2016,M04,2016 Apr,1.793,-23.0
APU0000708111,2016,M05,2016 May,1.684,-25.7
APU0000708111,2016,M06,2016 Jun,1.491,-28.4
APU0000708111,2016,M07,2016 Jul,1.546,-13.8
APU0000708111,2016,M08,2016 Aug,1.455,-13.6
APU0000708111,2016,M09,2016 Sep,1.471,-1.3
APU0000708111,2016,M10,2016 Oct,1.390,-10.1
APU0000708111,2016,M11,2016 Nov,1.321,-9.2
APU0000708111,2016,M12,2016 Dec,1.383,-6.0
APU0000708111,2017,M01,2017 Jan,1.599,15.0
APU0000708111,2017,M02,2017 Feb,1.464,10.8
APU0000708111,2017,M03,2017 Mar,1.404,1.5
APU0000708111,2017,M04,2017 Apr,1.409,-11.9
APU0000708111,2017,M05,2017 May,1.414,-3.4
APU0000708111,2017,M06,2017 Jun,1.332,-5.1
APU0000708111,2017,M07,2017 Jul,1.333,-5.4
APU0000708111,2017,M08,2017 Aug,1.367,-3.3
APU0000708111,2017,M09,2017 Sep,1.422,6.8
APU0000708111,2017,M10,2017 Oct,1.540,15.5
APU0000708111,2017,M11,2017 Nov,1.506,10.2
APU0000708111,2017,M12,2017 Dec,1.815,27.6
APU0000708111,2018,M01,2018 Jan,1.769,14.9
APU0000708111,2018,M02,2018 Feb,1.755,16.5
APU0000708111,2018,M03,2018 Mar,1.831,0.9
APU0000708111,2018,M04,2018 Apr,2.081,17.6
APU0000708111,2018,M05,2018 May,1.987,13.2
APU0000708111,2018,M06,2018 Jun,1.628,-11.1
APU0000708111,2018,M07,2018 Jul,1.725,-17.1
APU0000708111,2018,M08,2018 Aug,1.622,-18.4
APU0000708111,2018,M09,2018 Sep,1.651,1.4
APU0000708111,2018,M10,2018 Oct,1.660,-3.8
APU0000708111,2018,M11,2018 Nov,1.596,-1.6
APU0000708111,2018,M12,2018 Dec,1.595,-3.4
APU0000708111,2019,M01,2019 Jan,1.554,-6.4
APU0000708111,2019,M02,2019 Feb,1.557,-2.4
APU0000708111,2019,M03,2019 Mar,1.544,-3.2
APU0000708111,2019,M04,2019 Apr,1.463,-5.9
APU0000708111,2019,M05,2019 May,1.362,-12.5
APU0000708111,2019,M06,2019 Jun,1.203,-22.1
APU0000708111,2019,M07,2019 Jul,1.243,-15.0
APU0000708111,2019,M08,2019 Aug,1.219,-10.5
